customer_id,tenure_months,monthly_charges,total_charges,contract_type,internet_service,tech_support,payment_method,num_support_calls,churn
772,11,26.6,6393.27,Month-to-month,DSL,Yes,Mailed check,1,0
773,3,54.88,7463.37,Month-to-month,No,No,Electronic check,1,1
774,33,31.1,180.7,Month-to-month,DSL,No,Credit card,2,0
775,6,100.82,1247.19,One year,Fiber optic,No,Electronic check,3,1
776,50,114.77,7091.65,Month-to-month,Fiber optic,No,Credit card,2,0
777,10,27.23,3678.98,One year,Fiber optic,No,Credit card,0,1
778,5,115.51,4525.43,One year,Fiber optic,No,Mailed check,1,0
779,23,72.26,5310.96,Month-to-month,DSL,Yes,Electronic check,1,1
780,10,49.96,5438.95,Month-to-month,Fiber optic,No,Credit card,1,1
781,44,27.69,7455.29,One year,Fiber optic,Yes,Electronic check,2,0
782,2,70.06,7975.66,Two year,No,No,Mailed check,1,0
783,13,99.45,5766.86,Month-to-month,DSL,Yes,Mailed check,0,0
784,40,90.71,2312.03,Month-to-month,No,No,Mailed check,1,1
785,2,25.02,7040.42,Month-to-month,Fiber optic,Yes,Mailed check,4,1
786,65,27.29,412.78,One year,No,Yes,Bank transfer,2,0
787,63,60.29,1864.03,Month-to-month,Fiber optic,Yes,Credit card,0,0
788,17,49.53,7181.14,Month-to-month,Fiber optic,No,Bank transfer,2,1
789,9,43.24,2064.41,One year,No,No,Mailed check,0,0
790,15,48.1,1780.8,One year,No,No,Credit card,4,0
791,24,100.35,1122.24,Month-to-month,Fiber optic,No,Credit card,2,1
792,38,112.92,6875.71,Month-to-month,DSL,No,Electronic check,1,1
793,35,60.51,4010.46,One year,Fiber optic,No,Mailed check,1,1
794,49,110.61,5405.65,Month-to-month,Fiber optic,No,Bank transfer,2,0
795,69,52.15,1927.75,Month-to-month,DSL,Yes,Electronic check,2,0
796,62,67.64,6069.16,Two year,DSL,Yes,Credit card,3,0
797,60,42.6,6084.84,Month-to-month,No,No,Bank transfer,0,1
798,50,84.05,2514.53,One year,DSL,No,Mailed check,2,0
799,9,117.9,3297.25,Two year,Fiber optic,No,Bank transfer,2,0
800,34,80.35,1693.33,Month-to-month,DSL,No,Bank transfer,2,1
801,35,55.78,7812.96,Month-to-month,DSL,Yes,Bank transfer,0,0
802,1,84.78,5171.91,One year,DSL,No,Electronic check,3,0
803,40,32.29,7477.66,Two year,DSL,No,Credit card,2,0
804,64,108.87,2441.02,Two year,Fiber optic,No,Bank transfer,0,0
805,22,70.31,6259.49,One year,No,No,Credit card,5,0
806,60,64.93,6131.55,Month-to-month,DSL,No,Electronic check,3,0
807,64,78.59,5539.41,One year,Fiber optic,No,Mailed check,0,0
808,11,82.48,7725.8,Month-to-month,Fiber optic,Yes,Mailed check,2,1
809,14,27.18,3160.57,Month-to-month,No,Yes,Bank transfer,2,1
810,60,88.26,1063.12,Month-to-month,Fiber optic,No,Electronic check,2,1
811,30,44.19,5380.24,Month-to-month,Fiber optic,No,Mailed check,4,1
812,35,91.4,5839.89,One year,Fiber optic,Yes,Electronic check,0,0
813,37,102.25,4608.98,Month-to-month,No,No,Electronic check,0,1
814,5,100.4,1670.41,Month-to-month,DSL,No,Bank transfer,1,1
815,26,75.25,4045.56,Month-to-month,Fiber optic,No,Bank transfer,3,1
816,62,72.02,2511.27,Two year,No,Yes,Electronic check,2,0
817,4,34.29,3431.18,One year,Fiber optic,No,Electronic check,2,1
818,42,97.53,5168.84,Month-to-month,Fiber optic,No,Bank transfer,1,0
819,18,47.14,5966.81,Month-to-month,Fiber optic,No,Electronic check,1,1
820,40,69.67,1873.15,Month-to-month,DSL,No,Bank transfer,0,1
821,39,48.43,3254.5,Two year,Fiber optic,Yes,Credit card,1,0
822,14,33.38,2167.91,One year,Fiber optic,No,Electronic check,1,0
823,32,82.96,1605.08,Month-to-month,Fiber optic,Yes,Bank transfer,2,0
824,51,25.43,6271.43,One year,Fiber optic,Yes,Electronic check,2,0
825,38,94.86,7275.84,Month-to-month,No,No,Bank transfer,3,0
826,23,51.76,2974.45,Two year,DSL,No,Electronic check,2,0
827,63,20.01,6015.21,Month-to-month,Fiber optic,No,Mailed check,1,0
828,15,71.11,7178.02,Month-to-month,Fiber optic,Yes,Mailed check,1,1
829,25,24.69,6772.07,Month-to-month,Fiber optic,No,Electronic check,3,1
830,17,47.62,1478.85,Month-to-month,DSL,No,Mailed check,3,1
831,66,90.7,7651.21,Two year,Fiber optic,No,Electronic check,2,0
832,53,26.27,3025.88,Month-to-month,No,No,Electronic check,2,1
833,51,103.93,2727.14,Two year,Fiber optic,No,Credit card,3,0
834,39,20.38,518.2,One year,No,No,Credit card,1,0
835,51,44.68,3899.67,Month-to-month,No,Yes,Mailed check,2,0
836,70,94.09,889.93,Month-to-month,DSL,Yes,Credit card,2,1
837,6,51.63,2003.35,Month-to-month,DSL,Yes,Credit card,1,0
838,67,30.19,2549.2,One year,No,No,Electronic check,1,0
839,7,56.02,6474.43,Month-to-month,No,No,Bank transfer,3,1
840,51,47.04,7006.4,Month-to-month,DSL,No,Electronic check,2,1
841,42,104.27,2433.68,Month-to-month,DSL,Yes,Credit card,1,0
842,64,51.33,6872.41,One year,DSL,Yes,Electronic check,2,0
843,15,98.89,6860.7,Month-to-month,No,Yes,Mailed check,2,0
844,29,109.19,6121.91,Month-to-month,DSL,Yes,Bank transfer,4,1
845,33,63.38,1190.63,Month-to-month,Fiber optic,No,Credit card,1,1
846,27,110.99,5528.78,Month-to-month,No,No,Credit card,0,1
847,36,57.73,7561.29,Two year,DSL,No,Electronic check,1,0
848,29,116.41,5466.67,Month-to-month,Fiber optic,No,Electronic check,0,1
849,38,28.93,2666.3,Two year,DSL,No,Electronic check,1,1
850,57,88.7,4014.62,One year,No,No,Electronic check,0,1
851,27,69.38,5172.89,One year,DSL,Yes,Credit card,0,0
852,55,58.76,4094.35,One year,Fiber optic,No,Electronic check,0,0
853,33,83.27,977.22,Month-to-month,Fiber optic,No,Credit card,3,1
854,68,90.39,2510.27,Month-to-month,DSL,No,Electronic check,0,1
855,66,20.44,6423.12,One year,DSL,Yes,Bank transfer,0,0
856,10,36.7,6894.12,Month-to-month,Fiber optic,Yes,Bank transfer,1,1
857,5,91.3,1115.65,One year,DSL,Yes,Electronic check,2,0
858,38,86.64,7620.05,Month-to-month,No,No,Electronic check,0,1
859,13,116.6,2644.0,Two year,No,No,Mailed check,2,0
860,31,96.1,5305.26,One year,Fiber optic,No,Bank transfer,4,1
861,47,115.08,6019.56,Month-to-month,Fiber optic,No,Credit card,1,1
862,52,90.25,6499.33,Month-to-month,Fiber optic,Yes,Bank transfer,2,0
863,56,49.81,7567.08,One year,No,No,Credit card,1,0
864,15,30.54,2517.1,One year,Fiber optic,No,Electronic check,2,1
865,29,98.18,6870.88,Month-to-month,DSL,No,Bank transfer,0,1
866,8,84.41,1070.86,Two year,DSL,No,Bank transfer,4,1
867,5,24.82,5646.23,Month-to-month,Fiber optic,Yes,Mailed check,1,0
868,29,56.01,5940.98,Month-to-month,Fiber optic,Yes,Mailed check,0,1
869,47,115.68,5428.23,Two year,Fiber optic,No,Bank transfer,1,0
870,68,70.04,2033.47,Two year,DSL,No,Bank transfer,1,1
871,45,63.27,6986.88,One year,Fiber optic,No,Bank transfer,1,1
872,2,65.77,1367.49,Two year,DSL,No,Credit card,1,0
873,27,40.89,448.01,Month-to-month,DSL,No,Electronic check,0,0
874,36,56.87,5745.37,Two year,Fiber optic,No,Mailed check,2,0
875,36,56.98,3814.3,Month-to-month,DSL,No,Electronic check,4,1
876,26,25.24,6795.8,Month-to-month,Fiber optic,No,Mailed check,3,1
877,43,96.76,3079.51,Month-to-month,Fiber optic,Yes,Mailed check,2,0
878,27,61.65,1362.86,Month-to-month,Fiber optic,No,Mailed check,1,0
879,69,102.22,6694.81,Month-to-month,Fiber optic,No,Bank transfer,3,1
880,20,105.03,4400.3,Month-to-month,DSL,No,Mailed check,0,1
881,11,41.2,1529.78,Month-to-month,DSL,No,Electronic check,0,1
882,38,85.74,5768.66,Month-to-month,No,No,Mailed check,2,1
883,6,67.23,4098.69,One year,Fiber optic,No,Electronic check,2,1
884,23,108.02,4842.42,Month-to-month,Fiber optic,Yes,Mailed check,2,1
885,47,41.57,3697.97,Month-to-month,DSL,No,Mailed check,3,0
886,46,87.78,6633.1,One year,Fiber optic,No,Bank transfer,4,0
887,12,80.78,6639.91,Two year,Fiber optic,No,Electronic check,2,0
888,13,49.53,5680.92,One year,Fiber optic,Yes,Mailed check,0,0
889,62,33.66,861.1,Month-to-month,Fiber optic,Yes,Mailed check,0,0
890,60,85.16,6714.05,One year,DSL,Yes,Electronic check,1,1
891,43,93.86,5374.68,Month-to-month,DSL,No,Mailed check,2,1
892,68,51.56,5582.25,Month-to-month,No,Yes,Credit card,0,1
893,5,84.48,2916.6,Month-to-month,No,No,Bank transfer,0,1
894,37,59.51,7036.65,Two year,DSL,Yes,Electronic check,0,0
895,31,91.32,5808.47,Month-to-month,Fiber optic,Yes,Bank transfer,1,1
896,9,39.92,918.47,Month-to-month,DSL,Yes,Credit card,1,0
897,51,109.02,3274.07,Month-to-month,DSL,Yes,Credit card,0,0
898,29,48.74,7093.32,Two year,DSL,No,Credit card,0,0
899,40,56.78,396.63,One year,DSL,No,Electronic check,4,0
900,41,25.81,7692.1,Month-to-month,Fiber optic,No,Credit card,1,1
901,11,31.15,5439.72,One year,Fiber optic,Yes,Electronic check,1,0
902,23,71.59,5058.38,Month-to-month,DSL,Yes,Electronic check,1,1
903,1,46.76,2179.06,One year,DSL,No,Mailed check,1,1
904,46,103.55,2005.36,Month-to-month,No,No,Electronic check,2,0
905,21,21.47,7537.62,Two year,DSL,Yes,Credit card,1,0
906,36,57.91,2400.21,Month-to-month,Fiber optic,No,Electronic check,2,1
907,54,53.73,6208.53,One year,DSL,No,Electronic check,3,0
908,57,21.93,3157.11,Month-to-month,Fiber optic,Yes,Bank transfer,2,0
909,1,32.44,1131.25,Month-to-month,DSL,No,Credit card,1,0
910,63,61.36,105.51,Month-to-month,DSL,Yes,Electronic check,0,1
911,54,69.29,4363.17,Month-to-month,DSL,No,Mailed check,3,0
912,55,60.43,7806.71,Month-to-month,DSL,Yes,Electronic check,1,1
913,40,73.09,2965.71,One year,Fiber optic,No,Electronic check,3,1
914,15,79.51,2870.39,Month-to-month,Fiber optic,Yes,Bank transfer,3,1
915,21,20.99,2765.85,One year,DSL,No,Credit card,1,0
916,47,66.41,4173.94,Two year,DSL,Yes,Credit card,1,0
917,53,116.35,3536.51,One year,Fiber optic,No,Mailed check,0,0
918,9,71.9,7041.72,One year,Fiber optic,No,Mailed check,0,1
919,52,87.75,4054.06,One year,No,No,Mailed check,1,1
920,57,51.19,4071.91,Month-to-month,Fiber optic,No,Electronic check,1,1
921,26,97.4,1124.21,Two year,Fiber optic,No,Electronic check,1,0
922,41,97.29,7862.26,Month-to-month,Fiber optic,Yes,Mailed check,2,1
923,35,72.13,2014.78,One year,No,Yes,Credit card,1,0
924,63,117.6,605.45,One year,No,No,Credit card,2,0
925,25,32.56,5311.91,Month-to-month,DSL,Yes,Mailed check,1,0
926,38,21.69,4771.02,Month-to-month,DSL,No,Bank transfer,2,1
927,2,97.02,3332.86,Month-to-month,DSL,Yes,Credit card,1,1
928,7,100.72,3389.09,Two year,Fiber optic,No,Credit card,1,0
929,34,32.02,6284.81,Two year,Fiber optic,No,Mailed check,1,0
930,17,46.56,1581.79,Month-to-month,Fiber optic,No,Credit card,1,1
931,43,21.76,6565.62,One year,DSL,No,Electronic check,1,0
932,59,49.33,5197.0,Two year,Fiber optic,Yes,Electronic check,1,0
933,51,97.31,3363.38,Month-to-month,No,No,Credit card,2,1
934,54,71.8,3675.07,Month-to-month,DSL,Yes,Electronic check,2,0
935,24,54.81,2068.04,One year,Fiber optic,No,Bank transfer,1,0
936,25,57.17,6021.87,Two year,Fiber optic,No,Credit card,0,0
937,71,20.14,4112.74,Two year,No,No,Mailed check,3,0
938,52,49.98,2580.42,Month-to-month,No,Yes,Electronic check,2,0
939,70,84.65,4776.48,Month-to-month,Fiber optic,Yes,Bank transfer,3,1
940,33,117.42,7965.96,Month-to-month,Fiber optic,Yes,Bank transfer,0,1
941,49,104.71,3493.39,Month-to-month,No,Yes,Electronic check,3,0
942,29,22.36,7367.12,Month-to-month,Fiber optic,Yes,Bank transfer,2,1
943,63,109.86,2773.23,One year,DSL,No,Credit card,2,0
944,22,98.32,456.77,Month-to-month,Fiber optic,Yes,Bank transfer,1,0
945,26,98.04,1649.85,Two year,DSL,No,Electronic check,2,0
946,28,65.8,3361.19,Month-to-month,Fiber optic,No,Bank transfer,3,1
947,49,59.8,1772.69,One year,No,No,Electronic check,1,1
948,71,50.29,21.81,Month-to-month,Fiber optic,Yes,Electronic check,0,1
949,49,26.57,7321.71,Month-to-month,Fiber optic,Yes,Bank transfer,1,0
950,20,42.82,6754.16,Month-to-month,DSL,No,Electronic check,4,1
951,63,44.66,5943.49,Two year,Fiber optic,Yes,Electronic check,5,0
952,61,68.41,1359.16,Two year,DSL,No,Mailed check,3,0
953,49,94.74,980.5,Month-to-month,DSL,Yes,Credit card,2,0
954,71,67.38,559.49,Month-to-month,Fiber optic,No,Electronic check,1,0
955,1,25.78,5797.75,Two year,DSL,No,Credit card,1,0
956,13,115.78,7431.89,Month-to-month,Fiber optic,No,Mailed check,2,1
957,51,114.27,3455.68,Month-to-month,Fiber optic,Yes,Mailed check,1,0
958,56,98.52,970.74,One year,No,Yes,Mailed check,0,0
959,62,119.13,4108.89,Two year,Fiber optic,No,Mailed check,0,0
960,32,74.45,2803.68,Month-to-month,DSL,No,Credit card,2,1
961,30,116.28,3011.1,Month-to-month,DSL,Yes,Bank transfer,0,0
962,29,27.56,4978.22,Two year,Fiber optic,Yes,Bank transfer,2,0
963,49,56.57,5755.37,Month-to-month,Fiber optic,Yes,Credit card,2,0
964,45,42.54,902.62,Month-to-month,Fiber optic,No,Electronic check,1,1
965,30,39.58,304.01,One year,Fiber optic,Yes,Credit card,0,0
966,16,34.08,7954.76,Two year,DSL,No,Electronic check,0,0
967,40,82.24,1877.17,Month-to-month,Fiber optic,No,Electronic check,2,1
968,19,98.13,449.57,Two year,Fiber optic,No,Bank transfer,2,0
969,18,77.83,1535.21,One year,DSL,No,Mailed check,0,0
970,1,34.7,330.88,Month-to-month,DSL,No,Bank transfer,2,1
971,47,101.11,3146.65,Two year,DSL,No,Bank transfer,1,0
972,66,83.6,6423.17,Month-to-month,DSL,Yes,Credit card,1,0
973,38,58.82,2743.13,Month-to-month,Fiber optic,No,Credit card,2,1
974,51,87.41,3564.58,One year,DSL,No,Electronic check,2,1
975,63,45.99,5411.18,Month-to-month,DSL,No,Credit card,1,0
976,4,54.52,4080.97,Month-to-month,DSL,No,Electronic check,1,1
977,1,111.75,6894.34,Month-to-month,No,Yes,Electronic check,2,0
978,8,49.05,6930.96,Month-to-month,No,No,Mailed check,0,1
979,29,67.0,99.09,Two year,DSL,Yes,Mailed check,3,0
980,55,109.01,6228.81,One year,DSL,No,Bank transfer,3,0
981,3,90.77,3696.65,Two year,DSL,Yes,Mailed check,1,0
982,32,26.22,7910.95,Month-to-month,Fiber optic,No,Electronic check,4,1
983,10,34.73,3876.19,Month-to-month,DSL,Yes,Credit card,0,1
984,34,20.78,7895.43,Month-to-month,Fiber optic,No,Mailed check,0,1
985,55,83.09,6041.46,Month-to-month,Fiber optic,No,Mailed check,3,1
986,32,64.77,2003.87,Month-to-month,No,Yes,Mailed check,3,0
987,50,33.43,4316.39,One year,DSL,No,Mailed check,1,1
988,7,115.79,7937.24,Two year,No,No,Electronic check,2,0
989,8,72.97,6863.09,Two year,Fiber optic,No,Electronic check,4,0
990,65,44.19,796.99,Month-to-month,DSL,Yes,Bank transfer,0,0
991,57,70.06,5656.85,Two year,Fiber optic,No,Credit card,1,0
992,67,87.96,2777.73,Month-to-month,DSL,No,Bank transfer,1,1
993,59,27.62,75.72,Month-to-month,DSL,No,Bank transfer,0,0
994,54,47.47,3239.78,Two year,DSL,No,Mailed check,1,0
995,67,100.7,1893.34,One year,Fiber optic,No,Credit card,4,0
996,51,65.97,6554.58,Month-to-month,Fiber optic,Yes,Mailed check,4,0
997,8,74.66,2711.9,Month-to-month,No,Yes,Electronic check,2,1
998,34,63.28,6623.64,Month-to-month,DSL,Yes,Bank transfer,0,1
999,35,24.39,24.77,One year,No,Yes,Credit card,1,0
1000,32,36.57,2476.4,Month-to-month,DSL,No,Electronic check,0,1
1001,46,64.55,1944.5,Two year,Fiber optic,No,Bank transfer,0,0
1002,16,40.92,1883.87,Month-to-month,DSL,Yes,Credit card,1,1
1003,68,25.0,564.13,Month-to-month,DSL,No,Bank transfer,2,1
1004,37,104.36,1513.25,Month-to-month,No,No,Credit card,2,0
1005,54,118.12,4453.29,Month-to-month,DSL,No,Bank transfer,5,1
1006,14,99.31,2345.06,Month-to-month,Fiber optic,No,Mailed check,5,1
1007,55,105.38,3350.81,One year,Fiber optic,No,Bank transfer,3,0
1008,48,44.2,3027.4,Two year,Fiber optic,Yes,Bank transfer,2,0
1009,7,116.06,7009.72,Two year,Fiber optic,Yes,Credit card,3,0
1010,7,39.69,7244.29,Two year,Fiber optic,Yes,Credit card,1,0
1011,33,115.14,3953.8,Two year,DSL,No,Mailed check,1,0
1012,23,119.48,2654.64,One year,Fiber optic,Yes,Credit card,3,0
1013,19,91.17,872.27,Two year,No,No,Bank transfer,2,0
1014,19,118.11,7628.15,Month-to-month,DSL,Yes,Credit card,0,0
1015,36,76.95,500.61,Month-to-month,DSL,No,Credit card,0,1
1016,29,45.95,2395.25,Month-to-month,Fiber optic,Yes,Credit card,1,0
1017,60,63.7,2398.57,Month-to-month,Fiber optic,Yes,Mailed check,1,1
1018,2,79.36,2576.8,Month-to-month,Fiber optic,Yes,Mailed check,3,1
1019,1,27.31,1331.01,Two year,DSL,No,Electronic check,1,0
1020,47,82.23,6269.63,Month-to-month,Fiber optic,Yes,Mailed check,2,1
1021,69,118.12,997.53,Month-to-month,DSL,No,Mailed check,2,1
1022,20,39.01,5086.56,Month-to-month,Fiber optic,Yes,Mailed check,3,1
1023,11,99.26,1008.29,Month-to-month,Fiber optic,Yes,Bank transfer,1,0
1024,2,110.79,582.87,Month-to-month,DSL,No,Electronic check,1,1
1025,67,114.37,7277.25,Month-to-month,Fiber optic,Yes,Bank transfer,0,1
1026,12,116.01,1537.23,Month-to-month,No,No,Mailed check,2,1
1027,20,72.15,6573.58,Month-to-month,Fiber optic,No,Mailed check,0,1
1028,5,117.73,4366.15,One year,No,Yes,Electronic check,3,1
1029,37,95.73,641.3,One year,Fiber optic,Yes,Electronic check,1,0
1030,38,36.17,7644.48,Month-to-month,Fiber optic,Yes,Credit card,0,0
1031,9,67.69,1990.75,Month-to-month,DSL,No,Mailed check,3,1
1032,53,91.83,6879.97,Month-to-month,DSL,No,Mailed check,3,1
1033,44,44.73,1367.1,One year,DSL,No,Bank transfer,2,0
1034,24,84.06,6834.46,Month-to-month,Fiber optic,No,Credit card,0,1
1035,30,86.66,125.57,Month-to-month,No,Yes,Mailed check,0,1
1036,59,36.27,4104.01,One year,DSL,No,Bank transfer,1,1
1037,14,76.51,6160.15,Month-to-month,Fiber optic,No,Electronic check,2,1
1038,9,97.16,7479.67,Month-to-month,Fiber optic,No,Bank transfer,1,1
1039,40,69.89,7275.43,Month-to-month,Fiber optic,No,Mailed check,2,1
1040,66,21.21,6560.61,Two year,Fiber optic,No,Bank transfer,0,0
1041,25,20.9,7107.77,Two year,Fiber optic,Yes,Bank transfer,4,0
1042,22,55.7,1609.77,One year,DSL,No,Credit card,2,1
1043,4,112.62,2287.79,Month-to-month,DSL,No,Credit card,3,0
1044,26,42.87,2325.97,Month-to-month,No,Yes,Electronic check,1,1
1045,58,83.44,3028.89,Two year,DSL,No,Credit card,1,1
1046,29,42.21,3158.7,Two year,DSL,Yes,Bank transfer,2,1
1047,37,52.17,4365.55,Month-to-month,No,No,Credit card,2,1
1048,70,104.8,1295.84,Two year,DSL,No,Mailed check,3,0
1049,18,92.89,5536.15,Month-to-month,Fiber optic,Yes,Bank transfer,0,1
1050,42,29.54,1357.18,Month-to-month,DSL,No,Bank transfer,1,0
1051,41,62.87,2496.26,One year,Fiber optic,No,Bank transfer,2,0
1052,38,22.92,4036.69,Month-to-month,DSL,No,Mailed check,1,1
1053,34,68.09,6375.6,Two year,DSL,Yes,Bank transfer,2,0
1054,17,86.24,5920.96,Month-to-month,Fiber optic,Yes,Credit card,2,0
1055,37,31.85,5171.36,Month-to-month,Fiber optic,Yes,Mailed check,1,1
1056,25,48.89,1263.07,Two year,Fiber optic,Yes,Bank transfer,1,0
1057,27,59.78,4385.42,Two year,No,No,Credit card,1,0
1058,57,111.95,717.82,Month-to-month,DSL,No,Credit card,1,1
1059,31,119.33,3031.36,Month-to-month,Fiber optic,No,Electronic check,4,1
1060,6,24.49,3319.86,One year,Fiber optic,No,Credit card,2,1
1061,40,96.1,337.7,Month-to-month,No,No,Credit card,3,1
1062,12,57.17,2206.43,Two year,DSL,No,Electronic check,0,0
1063,53,59.25,7646.08,Two year,Fiber optic,No,Electronic check,1,0
1064,71,95.43,7629.99,Month-to-month,No,No,Mailed check,1,1
1065,10,111.84,2831.57,Month-to-month,DSL,No,Credit card,1,1
1066,45,115.09,363.94,Month-to-month,No,Yes,Mailed check,2,1
1067,17,77.71,1449.18,Two year,DSL,Yes,Mailed check,1,0
1068,26,55.71,3149.9,Month-to-month,Fiber optic,No,Bank transfer,1,0
1069,62,98.75,7583.28,Month-to-month,No,No,Mailed check,1,1
1070,46,45.1,1146.77,Month-to-month,Fiber optic,No,Mailed check,2,1
1071,64,76.41,6112.86,One year,Fiber optic,No,Mailed check,0,0
1072,2,55.86,887.29,Month-to-month,DSL,Yes,Mailed check,2,0
1073,54,85.66,7850.44,Month-to-month,No,No,Electronic check,2,1
1074,65,44.04,3065.3,Two year,Fiber optic,Yes,Credit card,2,0
1075,51,39.16,6206.37,Two year,DSL,No,Bank transfer,4,1
1076,53,111.82,2753.88,One year,Fiber optic,No,Electronic check,1,0
1077,36,30.18,5028.8,Month-to-month,Fiber optic,Yes,Bank transfer,2,1
1078,26,70.6,1552.29,Month-to-month,DSL,No,Bank transfer,1,0
1079,29,42.09,1185.25,One year,DSL,No,Electronic check,3,0
1080,21,23.89,7505.75,Month-to-month,DSL,Yes,Mailed check,1,0
1081,11,23.6,7342.83,Two year,Fiber optic,No,Electronic check,4,1
1082,40,37.52,7102.0,One year,Fiber optic,No,Bank transfer,0,1
1083,11,106.68,5010.96,Month-to-month,Fiber optic,No,Bank transfer,2,1
1084,36,48.25,6469.98,Two year,No,Yes,Mailed check,0,0
1085,59,115.05,570.91,Two year,No,Yes,Electronic check,2,0
1086,39,78.16,2691.62,Month-to-month,Fiber optic,No,Credit card,2,1
1087,54,63.66,2523.35,Month-to-month,DSL,Yes,Bank transfer,0,1
1088,55,78.01,5092.45,Month-to-month,Fiber optic,No,Electronic check,3,1
1089,24,71.67,2860.54,Month-to-month,Fiber optic,Yes,Mailed check,4,1
1090,22,95.88,1205.08,Month-to-month,Fiber optic,No,Mailed check,1,1
1091,69,48.25,4779.81,One year,Fiber optic,No,Credit card,2,1
1092,56,55.31,6518.78,Two year,Fiber optic,Yes,Bank transfer,2,0
1093,33,109.41,3069.35,Month-to-month,No,Yes,Credit card,0,1
1094,36,114.65,1075.5,Month-to-month,DSL,No,Credit card,1,1
1095,20,109.26,1589.57,One year,Fiber optic,No,Credit card,1,0
1096,62,61.94,1915.12,Month-to-month,DSL,Yes,Credit card,3,1
1097,26,98.04,2413.18,Two year,No,No,Mailed check,0,0
1098,66,67.63,5149.5,Month-to-month,DSL,Yes,Bank transfer,3,1
1099,40,69.75,4815.54,Month-to-month,DSL,No,Credit card,0,1
1100,17,40.47,5574.72,Month-to-month,DSL,No,Bank transfer,2,1
1101,1,79.11,2912.77,One year,Fiber optic,Yes,Mailed check,2,0
1102,61,38.61,6595.5,Month-to-month,DSL,No,Mailed check,2,1
1103,43,53.16,1648.62,One year,Fiber optic,Yes,Electronic check,1,0
1104,42,105.5,3762.95,Month-to-month,Fiber optic,Yes,Electronic check,0,1
1105,25,40.71,6411.49,Month-to-month,DSL,Yes,Bank transfer,4,1
1106,39,27.12,1457.67,Month-to-month,DSL,No,Electronic check,0,1
1107,35,26.9,896.71,Two year,No,No,Credit card,2,1
1108,3,114.08,7071.8,Two year,Fiber optic,No,Bank transfer,0,0
1109,44,70.69,2756.58,Month-to-month,Fiber optic,Yes,Mailed check,0,0
1110,51,60.94,5477.28,Month-to-month,Fiber optic,Yes,Mailed check,4,1
1111,12,101.09,222.28,Month-to-month,DSL,No,Credit card,2,0
1112,19,103.58,5526.57,Month-to-month,DSL,Yes,Electronic check,1,1
1113,44,53.22,2542.49,Month-to-month,DSL,No,Bank transfer,1,1
1114,59,89.36,464.81,Two year,No,Yes,Bank transfer,1,0
1115,49,97.11,4886.31,Two year,No,No,Credit card,0,0
1116,61,85.47,1941.61,Month-to-month,Fiber optic,Yes,Electronic check,3,0
1117,17,35.16,3106.72,Month-to-month,DSL,No,Bank transfer,0,1
1118,57,107.59,663.03,Two year,DSL,Yes,Credit card,0,0
1119,55,73.91,1194.36,Two year,DSL,Yes,Bank transfer,2,0
1120,47,48.25,2397.86,Month-to-month,Fiber optic,Yes,Mailed check,4,1
1121,12,62.52,736.28,Month-to-month,DSL,Yes,Bank transfer,1,0
1122,62,23.76,7288.39,Month-to-month,No,Yes,Bank transfer,1,1
1123,8,32.79,68.26,Month-to-month,Fiber optic,No,Bank transfer,1,1
1124,21,96.55,3881.2,Month-to-month,No,No,Electronic check,0,1
1125,70,20.0,1003.51,Month-to-month,Fiber optic,No,Electronic check,3,1
1126,25,61.66,2475.28,One year,Fiber optic,No,Credit card,0,0
1127,12,72.25,7409.96,Month-to-month,Fiber optic,No,Electronic check,1,1
1128,15,25.46,1310.32,Month-to-month,Fiber optic,No,Bank transfer,2,1
1129,59,117.31,7727.34,Month-to-month,Fiber optic,No,Bank transfer,2,1
1130,26,42.61,1662.24,Two year,Fiber optic,No,Electronic check,1,0
1131,26,50.42,5937.7,Two year,Fiber optic,No,Electronic check,0,1
1132,47,50.39,4382.48,Month-to-month,No,Yes,Bank transfer,3,1
1133,32,43.04,7078.14,Month-to-month,Fiber optic,Yes,Bank transfer,2,1
1134,10,20.15,4440.87,Two year,Fiber optic,No,Mailed check,2,0
1135,16,92.93,4285.78,Month-to-month,No,Yes,Credit card,3,1
1136,71,116.68,1579.75,Month-to-month,DSL,No,Electronic check,3,1
1137,17,42.43,1346.51,Month-to-month,DSL,No,Credit card,1,1
1138,23,86.3,7333.58,Month-to-month,Fiber optic,Yes,Bank transfer,3,0
1139,26,94.19,2636.15,Month-to-month,Fiber optic,Yes,Credit card,1,0
1140,7,104.84,2989.22,Two year,No,No,Electronic check,3,0
1141,14,62.26,6083.39,One year,Fiber optic,No,Electronic check,1,0
1142,7,50.29,2723.81,Month-to-month,Fiber optic,Yes,Credit card,3,1
1143,9,52.53,7617.46,Two year,Fiber optic,No,Electronic check,2,0
1144,48,91.26,5908.66,Month-to-month,DSL,No,Mailed check,3,1
1145,59,101.68,4787.49,Month-to-month,Fiber optic,Yes,Bank transfer,0,1
1146,39,38.16,7049.54,One year,No,Yes,Bank transfer,0,0
1147,18,57.09,415.86,One year,DSL,No,Electronic check,1,0
1148,59,110.19,2071.36,Month-to-month,Fiber optic,Yes,Bank transfer,1,1
1149,17,100.67,3730.99,Month-to-month,Fiber optic,No,Mailed check,1,1
1150,14,118.49,1831.29,One year,DSL,No,Electronic check,2,0
1151,31,95.42,5956.36,One year,DSL,No,Mailed check,1,0
